Loan_ID,Port_ID,OriginalLoanAmount,OutstandingAmount,CollateralValue,CreditRating
12337,4,60000,47216,59400,BBB
12338,2,60000,57588,62400,BB
12339,2,80000,66314,85600,CCC
12340,1,20000,19035,21200,A
12341,5,100000,99026,102000,AAA
12342,7,60000,57216,61800,CCC
12343,6,80000,64546,80800,B
12344,1,20000,10917,21000,BBB
12345,4,60000,43777,59400,AA
12346,4,80000,74824,79200,BB
12347,8,60000,55648,64800,A
12348,4,60000,49749,60000,B
12349,8,40000,28872,41200,BB
12350,5,20000,11922,19800,BBB
12351,8,80000,64435,80000,B
12352,8,80000,79323,80800,BB
12353,2,80000,65191,83200,BBB
12354,5,100000,85389,100000,A
12355,6,40000,20498,41200,B
12356,4,60000,44751,66000,A
12357,4,60000,41915,63000,CCC
12358,3,20000,18997,22000,B
12359,3,40000,34565,43600,BB
12360,6,80000,78581,83200,CCC
12361,2,60000,56424,64800,AAA
12362,6,100000,93824,110000,AA
12363,3,80000,74177,81600,A
12364,7,20000,14191,21400,A
12365,5,40000,37663,41600,A
12366,5,40000,38520,40400,AAA
12367,7,100000,81191,106000,A
12368,8,100000,91509,100000,BB
12369,4,40000,36583,41200,BB
12370,8,60000,58495,59400,B
12371,1,60000,45850,61200,B
12372,6,80000,65883,79200,BB
12373,7,40000,26192,40400,CCC
12374,8,80000,73166,83200,BBB
12375,4,80000,72843,79200,A
12376,1,100000,80204,106000,BB
12377,5,60000,42893,65400,BBB
12378,8,100000,93325,102000,AAA
12379,8,40000,39899,42400,CCC
12380,1,20000,19816,22000,CCC
12381,8,60000,44775,60600,BBB
12382,5,100000,87820,102000,AAA
12383,8,20000,12363,21200,B
12384,1,20000,17409,21400,A
12385,6,20000,17844,19800,AA
12386,6,100000,99952,102000,BBB
12387,1,40000,37377,40800,CCC
12388,6,40000,37456,40800,BB
12389,1,20000,19166,20400,AA
12390,4,100000,98729,100000,BBB
12391,5,100000,97868,105000,BB
12392,3,40000,34784,39600,BBB
12393,6,60000,52031,60600,B
12394,1,40000,39631,42000,AA
12395,3,100000,88459,103000,A
12396,3,60000,47275,63000,BBB
12397,8,100000,81107,99000,AAA
12398,4,20000,13942,21200,AAA
12399,8,100000,85611,99000,BBB
12400,6,80000,67832,80800,BB
12401,8,20000,15308,20600,B
12402,2,80000,63155,84800,A
12403,5,100000,83855,105000,CCC
12404,3,100000,84600,104000,B
12405,2,60000,43832,64200,BBB
12406,6,60000,49117,65400,AA
12407,8,100000,87662,107000,AAA
12408,3,80000,60747,81600,BB
12409,1,100000,89835,105000,BBB
12410,5,40000,24965,43200,BBB
12411,8,80000,71063,80000,A
12412,2,60000,47717,61200,AAA
12413,6,80000,77472,79200,AAA
12414,8,80000,70686,83200,AAA
12415,4,100000,90874,110000,BBB
12416,8,80000,61792,80800,AA
12417,4,80000,76350,87200,A
12418,8,60000,51139,60000,BBB
12419,8,80000,66291,80800,BBB
12420,3,20000,19675,20600,CCC
12421,8,100000,97524,104000,BB
12422,5,40000,26875,40000,BBB
12423,6,20000,10327,22000,AAA
12424,5,100000,98114,99000,BBB
12425,4,60000,41080,64200,AAA
12426,1,80000,76566,84000,AAA
12427,5,20000,11274,20800,BBB
12428,3,40000,27027,42400,B
12429,8,40000,27260,42400,BBB
12430,7,100000,84856,102000,BBB
12431,7,60000,47767,64800,BBB
12432,4,60000,53686,66000,BB
12433,7,60000,47713,60000,A
12434,3,80000,71035,80800,BB
12435,4,80000,63092,83200,AAA
12436,8,100000,91987,107000,AA
12437,6,20000,11459,21800,AA
12438,4,100000,85910,99000,A
12439,4,60000,58627,59400,A
12440,5,100000,82371,109000,AAA
12441,7,40000,21835,40400,A
12442,8,40000,26565,41600,AAA
12443,8,40000,38699,42000,B
12444,8,60000,48590,65400,AAA
12445,6,100000,95230,101000,A
12446,3,40000,24642,41200,BBB
12447,7,60000,42925,63000,B
12448,8,40000,28069,41200,CCC
12449,8,60000,51036,65400,A
12450,5,100000,93749,108000,BBB
12451,2,100000,96474,104000,BBB
12452,4,100000,92944,108000,B
12453,3,60000,50536,65400,BB
12454,1,20000,12397,20200,BBB
12455,7,60000,51372,64800,B
12456,8,100000,96262,101000,BB
12457,6,100000,96933,105000,BBB
12458,3,40000,26001,42400,AAA
12459,5,80000,78644,81600,BBB
12460,2,60000,43167,65400,A
12461,1,100000,94482,110000,CCC
12462,1,20000,11070,19800,B
12463,3,80000,77040,80800,BB
12464,3,60000,40236,60600,AA
12465,7,80000,74251,80000,BBB
12466,1,100000,93889,109000,B
12467,7,80000,61747,80000,AAA
12468,6,60000,40456,64800,AA
12469,3,60000,58530,62400,A
12470,6,60000,43108,60600,B
12471,2,20000,15447,21000,AAA
12472,6,40000,27177,40400,CCC
12473,6,100000,98550,108000,CCC
12474,3,100000,84148,101000,A
12475,7,20000,16520,21800,B
12476,2,80000,69892,86400,BBB
12477,2,40000,36469,40400,BB
12478,7,80000,72978,85600,A
12479,1,40000,31280,42400,AAA
12480,5,40000,29762,39600,AA
12481,7,80000,61357,86400,AAA
12482,1,40000,26437,43200,BB
12483,3,40000,22040,40400,BB
12484,2,60000,48002,63600,BBB
12485,1,40000,24115,43600,BBB
12486,2,60000,49287,61200,B
12487,6,40000,30053,40000,B
12488,2,40000,20012,42000,AA
12489,3,80000,79420,80000,CCC
12490,7,80000,69472,82400,BB
12491,8,60000,48185,60000,AAA
12492,4,100000,84266,105000,AAA
12493,4,100000,96990,102000,A
12494,1,60000,56327,63600,BBB
12495,2,40000,26163,40400,B
12496,3,80000,67347,81600,AA
12497,8,100000,97924,109000,AAA
12498,5,60000,50733,60000,BB
12499,7,40000,37469,43600,B
12500,3,100000,81656,100000,BB
12501,8,60000,49425,63600,BBB
12502,5,80000,63759,88000,AA
12503,7,20000,12427,20200,AA
12504,3,100000,87752,102000,B
12505,3,100000,98462,100000,BB
12506,6,100000,82875,103000,A
12507,4,80000,72548,84000,BBB
12508,8,40000,34535,42400,A
12509,3,40000,21246,42400,AA
12510,5,60000,52265,61800,B
12511,3,100000,93750,101000,AAA
12512,5,60000,58102,64800,B
12513,6,80000,66953,83200,AA
12514,1,60000,47585,66000,BBB
12515,5,40000,34832,40800,B
12516,4,100000,99174,103000,BBB
12517,2,80000,63056,82400,CCC
12518,6,40000,38318,42800,BB
12519,4,40000,28049,41600,A
12520,4,100000,83079,106000,AA
12521,4,80000,66755,79200,B
12522,5,20000,18822,21600,BBB
12523,6,80000,75538,82400,A
12524,5,40000,20346,43200,B
12525,5,20000,15854,21200,B
12526,8,40000,26532,42800,A
12527,1,20000,10590,21800,AA
12528,7,100000,80324,99000,BB
12529,5,80000,60246,80800,CCC
12530,2,40000,33909,41600,B
12531,4,100000,91811,99000,A
12532,4,80000,60076,84000,BBB
12533,3,80000,68255,83200,AAA
12534,3,60000,59482,60000,B
12535,4,20000,10501,21200,BB
12536,7,80000,67841,84800,BB
12537,4,100000,91370,107000,CCC
12538,5,100000,87230,102000,AA
12539,5,100000,89618,110000,A
12540,7,80000,68236,85600,BBB
12541,6,100000,86272,107000,B
12542,5,60000,56460,60600,B
12543,7,60000,51174,63600,BB
12544,5,80000,73964,81600,BBB
12545,7,100000,97385,99000,B
12546,7,20000,12631,22000,CCC
12547,6,100000,87027,100000,B
12548,1,100000,90468,110000,AA
12549,5,20000,18836,21200,AA
12550,7,100000,92576,105000,A
12551,2,80000,64536,85600,AAA
12552,3,40000,29574,41600,A
12553,2,80000,77799,85600,B
12554,2,100000,92164,103000,BBB
12555,6,80000,77622,80000,B
12556,5,100000,99608,105000,AA
12557,7,80000,78230,87200,B
12558,6,40000,27451,43200,AAA
12559,7,80000,63372,84800,CCC
12560,1,100000,82606,104000,A
12561,8,100000,85281,100000,BB
12562,7,40000,36172,40000,BBB
12563,5,40000,28700,43200,BBB
12564,3,100000,84501,107000,B
12565,7,100000,83971,106000,B
12566,5,80000,66230,80800,B
12567,5,100000,87474,107000,AAA
12568,8,60000,57454,60600,CCC
12569,4,100000,80219,109000,BBB
12570,7,20000,18630,20800,BBB
12571,4,60000,58366,60600,BB
12572,3,60000,52682,63600,A
12573,6,40000,33374,40400,B
12574,5,80000,76281,79200,BB
12575,5,20000,19138,22000,AA
12576,6,20000,10175,20600,A
12577,8,20000,19820,19800,B
12578,2,100000,86388,102000,CCC
12579,6,40000,23937,40400,B
12580,4,40000,29601,40000,BBB
12581,1,20000,10950,20400,CCC
12582,6,80000,63640,86400,BB
12583,1,60000,40131,60000,B
12584,1,80000,61639,80000,A
12585,8,20000,12598,19800,B
12586,6,80000,60362,79200,A
12587,3,20000,13048,20600,BBB
12588,5,100000,91921,109000,CCC
12589,6,80000,68271,79200,AAA
12590,3,80000,66245,81600,B
12591,1,60000,54384,64200,AA
12592,1,20000,13620,21400,B
12593,8,60000,46337,63600,B
12594,4,40000,38400,41200,AAA
12595,6,100000,90655,105000,AAA
12596,3,60000,55477,62400,B
12597,2,60000,49915,59400,BB
12598,5,40000,35720,41200,CCC
12599,5,60000,52048,62400,B
12600,7,20000,10838,20000,B
12601,5,20000,12286,21800,AA
12602,6,60000,49725,66000,CCC
12603,6,60000,58239,65400,AAA
12604,1,60000,55234,65400,AA
12605,7,80000,71642,79200,B
12606,1,60000,56702,63000,CCC
12607,6,100000,94246,110000,BBB
12608,6,40000,33323,42800,BBB
12609,7,40000,32967,42800,AA
12610,7,20000,15126,21200,A
12611,5,60000,57104,61800,AA
12612,1,60000,46525,62400,BBB
12613,8,100000,90738,103000,A
12614,2,60000,49933,61800,A
12615,4,40000,32787,43200,CCC
12616,1,100000,81925,109000,BB
12617,1,40000,21478,40400,AAA
12618,6,40000,37791,42800,AA
12619,8,80000,71160,84800,CCC
12620,3,60000,55693,63600,BBB
12621,3,80000,66794,81600,AA
12622,6,60000,54876,66000,CCC
12623,7,60000,46232,63000,CCC
12624,1,80000,79797,83200,AAA
12625,8,80000,78954,85600,CCC
12626,7,60000,59981,64800,BBB
12627,8,100000,98135,108000,CCC
12628,8,40000,35475,43600,B
12629,5,100000,80141,109000,BB
12630,4,80000,79575,85600,AA
12631,7,100000,96034,106000,AA
12632,2,20000,17408,20600,A
12633,8,40000,35136,39600,AAA
12634,3,40000,34167,41600,B
12635,6,80000,78682,84800,AA
12636,7,40000,27841,43200,BB
12637,1,80000,69209,83200,AAA
12638,2,100000,91498,99000,B
12639,5,60000,45520,63600,A
12640,4,80000,64643,80800,B
12641,6,20000,15131,21800,AA
12642,5,60000,40174,62400,BBB
12643,1,100000,91799,108000,A
12644,5,60000,56941,61800,CCC
12645,8,40000,21246,40400,AA
12646,1,80000,79046,81600,AA
12647,5,40000,20804,42400,BBB
12648,1,100000,98856,107000,BBB
12649,1,100000,88324,107000,BBB
12650,4,60000,52885,59400,BBB
12651,8,80000,67566,87200,BB
12652,3,60000,54766,62400,BB
12653,7,100000,83381,99000,AA
12654,1,60000,42485,60000,B
12655,4,80000,61571,85600,AA
12656,3,80000,76655,84800,A
12657,3,20000,18216,21400,BBB
12658,8,100000,98637,109000,BB
12659,6,20000,12534,19800,BB
12660,4,80000,71184,81600,B
12661,3,40000,34546,40000,AAA
12662,4,20000,16157,21600,AA
12663,4,80000,68403,79200,A
12664,2,100000,93943,107000,A
12665,5,100000,92524,100000,A
12666,2,60000,57727,63600,BBB
12667,4,100000,90247,103000,BBB
12668,1,80000,74865,83200,BB
12669,4,100000,86025,101000,BBB
12670,5,60000,48415,61800,B
12671,4,100000,95739,103000,B
12672,6,40000,27820,41200,BB
12673,6,40000,23237,41600,BBB
12674,1,40000,20072,40800,A
12675,6,40000,38331,41200,AA
12676,4,80000,76074,80000,A
12677,6,100000,87056,108000,BB
12678,4,100000,88083,99000,B
12679,5,100000,87557,100000,AA
12680,3,80000,74276,80800,AAA
12681,4,100000,86666,101000,CCC
12682,7,80000,73423,84000,B
12683,3,100000,98866,104000,B
12684,5,40000,38785,42800,AAA
12685,4,40000,22146,40000,CCC
12686,1,80000,65939,79200,A
12687,4,60000,40408,64200,CCC
12688,2,60000,47176,63600,AA
12689,4,40000,34686,40400,AAA
12690,4,60000,51515,64200,AAA
12691,8,40000,26702,40800,AAA
12692,2,40000,21808,42000,AA
12693,2,80000,73646,81600,CCC
12694,3,60000,57402,66000,BBB
12695,3,40000,21913,41600,A
12696,7,60000,41700,60000,A
12697,2,20000,18525,20800,B
12698,3,60000,40263,63600,A
12699,2,60000,47364,63600,B
12700,2,60000,43855,63600,B
12701,2,100000,83841,106000,BBB
12702,4,100000,97964,109000,AAA
12703,4,100000,98473,109000,A
12704,3,80000,77842,83200,AAA
12705,2,40000,39287,43600,BB
12706,6,20000,16096,21000,B
12707,8,20000,16544,22000,B
12708,1,60000,47493,61800,CCC
12709,7,100000,95940,109000,CCC
12710,2,20000,13890,21800,AAA
12711,7,40000,33064,42800,AAA
12712,6,80000,71238,79200,A
12713,1,40000,30773,41200,AA
12714,5,80000,75055,88000,AA
12715,4,80000,68994,80800,B
12716,6,60000,42145,60000,A
12717,7,100000,83324,109000,BBB
12718,6,60000,50322,60600,BB
12719,3,80000,68811,80800,BBB
12720,3,40000,37607,44000,A
12721,6,80000,78342,87200,AA
12722,5,80000,75529,82400,AAA
12723,1,100000,80674,105000,A
12724,4,80000,71201,80000,BB
12725,1,40000,34503,40000,AAA
12726,6,80000,78184,82400,CCC
12727,3,40000,37051,40800,B
12728,6,40000,29224,43200,AAA
12729,3,40000,38423,44000,B
12730,8,100000,98633,102000,AA
12731,4,100000,97477,100000,BBB
12732,5,100000,95241,110000,AA
12733,4,100000,86061,99000,B
12734,3,60000,55463,61200,B
12735,5,80000,67870,84800,CCC
12736,1,40000,33404,42000,A
12737,6,40000,37119,40000,AA
12738,3,100000,89539,103000,B
12739,2,80000,66836,82400,A
12740,5,60000,57027,60600,BBB
12741,3,40000,31143,43600,BBB
12742,8,100000,96216,109000,AAA
12743,6,100000,95603,102000,A
12744,3,20000,13450,21200,CCC
12745,5,80000,63986,80800,BBB
12746,7,80000,69601,86400,AA
12747,6,80000,76165,84000,AAA
12748,5,40000,27573,43200,AA
12749,3,40000,22398,39600,BB
12750,8,40000,27727,42000,B
12751,2,40000,29806,41600,B
12752,7,80000,64561,80800,BBB
12753,4,100000,91884,99000,A
12754,1,80000,69006,83200,A
12755,3,60000,59572,61800,CCC
12756,5,80000,66062,86400,A
12757,4,20000,11348,20400,AA
12758,7,100000,98940,100000,AAA
12759,5,40000,26085,44000,AAA
12760,8,40000,28000,40800,CCC
12761,3,20000,18984,21800,CCC
12762,5,80000,65560,84800,AAA
12763,6,40000,34905,40800,CCC
12764,4,40000,34676,43600,BB
12765,8,20000,18242,20200,AAA
12766,5,20000,10542,20200,AAA
12767,7,100000,82863,100000,CCC
12768,4,20000,12124,21800,AA
12769,8,40000,32592,40800,BB
12770,8,100000,90581,100000,B
12771,4,40000,29089,43600,CCC
12772,4,100000,93982,110000,B
12773,8,80000,74250,86400,CCC
12774,3,60000,51675,61200,AAA
12775,2,60000,56519,65400,AAA
12776,4,100000,94307,104000,A
12777,2,40000,23385,42400,A
12778,4,40000,25006,44000,BB
12779,3,100000,95385,108000,AA
12780,4,100000,99182,108000,AAA
12781,7,100000,84435,108000,AAA
12782,4,60000,44864,62400,BB
12783,4,40000,25240,39600,AAA
12784,8,20000,12422,22000,AAA
12785,2,60000,49079,66000,A
12786,1,60000,59100,64200,AA
12787,3,40000,21320,39600,B
12788,4,100000,88452,110000,CCC
12789,3,40000,22510,44000,BB
12790,3,60000,56080,63000,CCC
12791,4,20000,12166,20800,B
12792,4,100000,97027,109000,AAA
12793,1,80000,64930,80800,CCC
12794,3,100000,81137,100000,AAA
12795,1,60000,53256,62400,B
12796,1,20000,10205,20600,B
12797,7,100000,86983,105000,B
12798,7,60000,40362,66000,AA
12799,3,100000,94348,99000,AA
12800,8,40000,22560,40000,CCC
12801,3,60000,44886,64800,A
12802,4,40000,30247,43200,BB
12803,5,20000,17520,21800,CCC
12804,7,100000,87347,102000,A
12805,8,20000,11416,22000,BBB
12806,2,100000,93070,105000,B
12807,5,60000,52870,59400,CCC
12808,2,20000,19318,22000,AAA
12809,8,80000,61465,82400,B
12810,3,80000,79422,82400,B
12811,4,100000,88725,102000,AAA
12812,5,100000,96497,105000,AAA
12813,8,60000,55926,59400,A
12814,5,60000,55888,66000,CCC
12815,8,60000,45304,64800,B
12816,3,60000,45984,66000,AA
12817,7,40000,27452,39600,A
12818,8,20000,10137,20400,AAA
12819,5,60000,55179,61800,B
12820,3,20000,14839,20000,AAA
12821,7,100000,99766,102000,AA
12822,6,100000,96924,103000,AAA
12823,8,60000,51141,61800,A
12824,6,80000,74862,86400,A
12825,2,20000,16427,22000,CCC
12826,6,40000,36287,41600,AAA
12827,3,80000,60379,86400,A
12828,1,80000,71464,80800,A
12829,5,80000,72657,80800,AAA
12830,5,60000,41802,59400,BB
12831,2,80000,78282,79200,BB
12832,1,40000,35159,42800,A
12833,5,100000,99420,100000,B
12834,4,100000,80354,106000,BB
12835,4,80000,72021,82400,B
12836,3,100000,98799,108000,CCC
12837,1,40000,35487,42800,AA
12838,8,40000,39908,41600,BB
12839,6,60000,56357,61800,AA
12840,5,100000,90621,100000,BB
12841,7,60000,58659,60600,BB
12842,4,40000,32114,42400,AAA
12843,4,80000,78476,84000,AAA
12844,6,40000,35534,40400,BBB
12845,8,40000,39142,44000,CCC
12846,6,100000,83301,108000,AA
12847,8,60000,47191,63000,BBB
12848,8,100000,92988,103000,AAA
12849,7,40000,22742,40400,BBB
12850,7,40000,35700,40400,A
12851,7,40000,29534,40400,BB
12852,1,100000,94389,107000,CCC
12853,7,80000,79282,80000,A
12854,8,40000,33681,42400,CCC
12855,6,40000,27928,41200,CCC
12856,6,100000,84033,108000,AA
12857,7,60000,49193,60600,AA
12858,1,100000,83698,107000,B
12859,8,80000,71657,83200,A
12860,2,80000,60900,84000,CCC
12861,6,100000,97629,103000,B
12862,3,100000,87572,100000,A
12863,6,100000,84143,100000,A
12864,5,60000,55427,64200,B
12865,8,40000,24464,44000,A
12866,2,40000,21201,42400,AAA
12867,3,40000,30230,42000,AA
12868,3,80000,73864,80800,AAA
12869,5,80000,62818,83200,BBB
12870,1,100000,94264,101000,CCC
12871,1,40000,25698,44000,A
12872,3,40000,24718,41600,CCC
12873,6,80000,63275,80000,BB
12874,2,40000,35190,40800,CCC
12875,1,100000,97367,110000,CCC
12876,7,80000,70632,84000,BBB
12877,1,100000,90998,106000,AA
12878,1,60000,48841,66000,BBB
12879,5,20000,12904,21200,CCC
12880,4,40000,29114,41200,A
12881,6,60000,49652,63000,A
12882,2,60000,48413,61800,BB
12883,7,100000,81686,106000,AAA
12884,3,60000,55687,63600,BBB
12885,6,80000,63515,83200,B
12886,1,100000,80922,109000,AA
12887,7,60000,46501,60600,AAA
12888,4,60000,50076,61800,BBB
12889,6,100000,86300,102000,A
12890,4,100000,85752,100000,CCC
12891,5,100000,90379,101000,AAA
12892,1,100000,84944,100000,BB
12893,4,20000,18004,20000,A
12894,6,40000,32499,42000,AAA
12895,7,80000,68769,80800,AAA
12896,3,100000,88589,109000,BB
12897,2,60000,55064,65400,CCC
12898,6,60000,50353,63600,A
12899,5,60000,53989,61800,A
12900,8,80000,66438,82400,BBB
12901,8,80000,65573,84800,AA
12902,4,80000,78424,85600,BB
12903,5,100000,95015,102000,BB
12904,3,60000,43556,60000,BB
12905,6,60000,43526,66000,AA
12906,5,60000,50827,61200,AAA
12907,5,80000,63414,86400,AAA
12908,5,60000,48347,61800,CCC
12909,6,60000,54967,66000,BBB
12910,3,100000,84406,103000,AAA
12911,1,20000,16934,21800,BBB
12912,1,80000,77636,80800,B
12913,3,100000,89422,101000,AAA
12914,6,100000,95211,106000,BB
12915,3,100000,96919,102000,CCC
12916,2,20000,16882,22000,AAA
12917,3,100000,88212,105000,B
12918,8,40000,31219,40800,A
12919,2,80000,60525,79200,BBB
12920,2,60000,41090,62400,A
12921,7,40000,36218,41600,B
12922,3,80000,75696,84000,CCC
12923,7,100000,89877,104000,B
12924,3,60000,42597,60600,BBB
12925,6,100000,80013,101000,B
12926,3,60000,49519,63000,BBB
12927,8,20000,14669,19800,BB
12928,7,100000,82941,108000,BBB
12929,5,60000,40454,60600,BBB
12930,7,100000,81840,100000,BBB
12931,6,40000,25077,40800,BBB
12932,7,100000,93479,103000,CCC
12933,6,100000,99678,100000,BBB
12934,3,40000,25744,42400,BB
12935,6,100000,92576,104000,BBB
12936,4,80000,79143,83200,BB
12937,2,40000,29916,43600,AAA
12938,6,100000,89043,107000,CCC
12939,4,60000,44393,60600,BBB
12940,3,100000,86323,109000,CCC
12941,6,60000,48020,64200,AAA
12942,4,100000,92740,106000,B
12943,4,60000,45507,60600,AA
12944,4,100000,82160,108000,BBB
12945,5,40000,38982,40800,AAA
12946,8,40000,34780,42400,CCC
12947,4,40000,33470,42800,CCC
12948,1,100000,96038,105000,CCC
12949,6,80000,72517,86400,B
12950,1,60000,55861,61200,BBB
12951,4,60000,56201,61200,BBB
12952,4,80000,60580,80800,AA
12953,5,40000,29852,44000,BB
12954,1,40000,33530,42000,AA
12955,8,100000,82157,108000,A
12956,4,100000,83402,103000,AAA
12957,3,100000,80107,110000,AA
12958,8,60000,48165,64800,CCC
12959,7,40000,25286,41600,CCC
12960,2,80000,72240,81600,CCC
12961,6,20000,17660,19800,A
12962,8,80000,64524,87200,CCC
12963,3,100000,92851,104000,BB
12964,7,100000,86202,103000,AAA
12965,5,40000,20425,41600,A
12966,1,60000,50239,61800,AA
12967,3,80000,72463,80800,CCC
12968,1,60000,46731,64200,BB
12969,4,100000,81066,108000,AAA
12970,5,40000,24331,43200,AA
12971,6,100000,82860,102000,BB
12972,2,60000,42034,66000,B
12973,6,100000,88359,100000,CCC
12974,3,80000,61238,80800,AA
12975,5,60000,53426,60000,A
12976,3,100000,81705,99000,B
12977,7,40000,39932,43600,CCC
12978,3,80000,75621,84000,AAA
12979,1,20000,19922,21400,BBB
12980,3,60000,57724,66000,AA
12981,8,40000,20385,40800,BB
12982,4,100000,80848,103000,CCC
12983,5,60000,53182,65400,AAA
12984,3,80000,64212,85600,B
12985,6,100000,90812,103000,B
12986,8,20000,10835,20400,BB
12987,2,60000,49946,61800,BB
12988,4,60000,44946,60000,BBB
12989,4,100000,83397,104000,A
12990,4,40000,20197,39600,AAA
12991,7,80000,61493,80000,A
12992,2,100000,86514,100000,CCC
12993,8,20000,18520,19800,BBB
12994,6,100000,88620,107000,BBB
12995,3,20000,10461,21600,AAA
12996,2,100000,94390,103000,BBB
12997,2,40000,28531,43200,AA
12998,6,80000,65188,84000,CCC
12999,6,40000,21018,39600,B
13000,2,80000,65245,79200,AA
13001,8,100000,82880,103000,AAA
13002,2,100000,90014,108000,BB
13003,4,60000,54090,63600,B
13004,1,60000,43607,64200,AA
13005,7,100000,98185,106000,BBB
13006,1,60000,55587,63600,CCC
13007,4,60000,57280,66000,CCC
13008,1,60000,52197,65400,AAA
13009,3,100000,86771,108000,AAA
13010,8,60000,48793,64200,CCC
13011,4,60000,41957,64200,BBB
13012,7,60000,53678,63600,AA
13013,5,40000,22656,44000,CCC
13014,5,60000,56125,62400,CCC
13015,3,40000,36046,42800,A
13016,4,100000,94085,99000,BB
13017,6,40000,35512,43600,AA
13018,3,100000,97867,109000,BBB
13019,8,100000,84339,99000,B
13020,5,20000,15326,22000,AAA
13021,2,100000,83297,104000,B
13022,3,60000,59200,61800,CCC
13023,8,80000,64950,84000,AAA
13024,2,40000,34410,40800,CCC
13025,8,40000,32522,42400,A
13026,7,40000,23101,42000,B
13027,6,100000,99803,103000,CCC
13028,8,40000,30274,41200,A
13029,8,100000,93738,102000,CCC
13030,2,40000,25785,41600,A
13031,2,80000,71411,83200,A
13032,1,80000,79525,83200,AAA
13033,5,100000,91082,104000,BB
13034,2,100000,84099,109000,A
13035,4,100000,85371,109000,AAA
13036,3,80000,63752,87200,B
13037,6,80000,71573,85600,AA
13038,8,20000,16021,22000,B
13039,6,40000,21928,40800,BB
13040,5,60000,57477,65400,BBB
13041,6,60000,48813,59400,AA
13042,3,100000,81084,105000,AAA
13043,3,60000,44992,59400,B
13044,1,100000,87662,108000,CCC
13045,6,80000,70292,79200,CCC
13046,4,60000,41997,65400,B
13047,6,100000,96362,107000,AA
13048,2,40000,24830,40000,AAA
13049,8,80000,60236,85600,BBB
13050,2,60000,41872,64800,BBB
13051,1,100000,83864,110000,B
13052,6,100000,84606,106000,CCC
13053,5,100000,86171,99000,CCC
13054,1,40000,38283,43600,AA
13055,5,60000,41192,60000,AA
13056,6,60000,48138,63600,CCC
13057,7,60000,55963,66000,CCC
13058,5,100000,84347,103000,A
13059,6,100000,85890,107000,CCC
13060,8,80000,75724,87200,BBB
13061,8,100000,87488,108000,BB
13062,8,80000,64335,88000,AA
13063,5,80000,68973,81600,BB
13064,7,100000,88020,106000,BB
13065,2,100000,93965,106000,CCC
13066,1,100000,95832,110000,BBB
13067,8,40000,30329,41600,A
13068,8,20000,15246,21600,CCC
13069,8,40000,34805,42800,CCC
13070,8,60000,40976,62400,BBB
13071,8,80000,75831,88000,BB
13072,8,40000,34866,43600,BB
13073,4,80000,73569,86400,AAA
13074,2,40000,29495,39600,B
13075,3,100000,98142,107000,BBB
13076,4,60000,46259,64800,B
13077,1,100000,89098,99000,BBB
13078,7,60000,49394,61200,CCC
13079,8,60000,48707,66000,A
13080,6,60000,52961,64800,BB
13081,5,60000,56790,62400,BBB
13082,7,60000,56409,60600,BB
13083,2,40000,37956,40000,A
13084,2,100000,98841,108000,AAA
13085,6,20000,19555,20800,A
13086,2,60000,48537,66000,AAA
13087,3,100000,80647,107000,AA
13088,6,80000,76447,87200,BBB
13089,2,40000,27621,43600,BB
13090,7,60000,41547,66000,AA
13091,8,60000,46515,65400,A
13092,8,20000,12210,21000,A
13093,4,60000,43525,65400,BBB
13094,2,60000,47808,62400,BB
13095,6,80000,77937,80000,AA
13096,5,40000,28417,40400,CCC
13097,3,100000,89795,109000,CCC
13098,7,60000,45971,64200,B
13099,2,40000,26248,42000,AA
13100,2,80000,70323,79200,BBB
13101,3,60000,46554,65400,AA
13102,5,80000,69042,83200,B
13103,4,60000,59992,60600,BB
13104,8,20000,16504,21600,BBB
13105,6,80000,60772,86400,B
13106,8,40000,36290,40800,AAA
13107,3,80000,64845,85600,CCC
13108,4,60000,44542,64800,A
13109,3,80000,74479,87200,AAA
13110,3,40000,27249,40000,B
13111,5,100000,89708,105000,AA
13112,3,100000,98179,109000,CCC
13113,5,100000,92506,104000,AAA
13114,8,60000,42658,63000,AAA
13115,2,60000,57133,59400,B
13116,3,40000,39072,40400,AA
13117,2,60000,41012,63000,CCC
13118,4,80000,78679,80800,AAA
13119,8,40000,34865,42000,A
13120,4,100000,96195,100000,AAA
13121,5,100000,82857,104000,B
13122,8,20000,11562,22000,AA
13123,1,40000,36017,40000,AAA
13124,5,100000,84917,103000,AAA
13125,4,40000,28948,40800,CCC
13126,3,60000,40272,61800,A
13127,4,80000,60379,79200,B
13128,6,60000,48197,66000,AA
13129,6,100000,98094,101000,BB
13130,5,100000,99532,104000,BB
13131,3,40000,21593,40400,B
13132,7,20000,13008,21600,BBB
13133,7,60000,57725,64800,AAA
13134,1,80000,69935,84000,AAA
13135,7,20000,14507,21400,BBB
13136,1,80000,71806,84800,BB
13137,6,60000,50373,62400,AAA
13138,4,60000,46277,61800,B
13139,1,60000,54031,66000,AA
13140,2,40000,22815,43200,BBB
13141,2,100000,81020,110000,BB
13142,6,20000,18207,20200,BBB
13143,4,20000,12501,21800,BBB
13144,8,80000,71951,84800,B
13145,5,40000,34181,43200,B
13146,7,100000,98352,104000,AA
13147,7,100000,91373,101000,AAA
13148,6,60000,44573,65400,AAA
13149,5,100000,82348,102000,B
